,index,FIPS Code,State,Year,Month,Civilian Non-Institutional Population,Labor Force Total,Labor Force Percent of Population,Employment Total,Employment Percent of Population,Unemployment Total,Unemployment Rate,State Code
914,19365,16,Idaho,2006,June,"1,085,185","742,774",68.4,"717,041",66.1,"25,733",3.5,ID
915,19366,17,Illinois,2006,June,"9,669,194","6,503,286",67.3,"6,210,984",64.2,"292,302",4.5,IL
916,19367,18,Indiana,2006,June,"4,793,709","3,235,953",67.5,"3,072,514",64.1,"163,439",5.1,IN
917,19368,19,Iowa,2006,June,"2,290,118","1,656,339",72.3,"1,596,192",69.7,"60,147",3.6,IA
918,19369,20,Kansas,2006,June,"2,078,448","1,464,180",70.4,"1,399,759",67.3,"64,421",4.4,KS
919,19370,21,Kentucky,2006,June,"3,245,138","2,020,968",62.3,"1,905,580",58.7,"115,388",5.7,KY
920,19371,22,Louisiana,2006,June,"3,190,999","1,992,413",62.4,"1,915,199",60,"77,214",3.9,LA
921,19372,23,Maine,2006,June,"1,050,414","700,153",66.7,"667,096",63.5,"33,057",4.7,ME
922,19373,24,Maryland,2006,June,"4,292,028","2,985,290",69.6,"2,857,042",66.6,"128,248",4.3,MD
923,19374,25,Massachusetts,2006,June,"5,088,681","3,408,276",67,"3,246,530",63.8,"161,746",4.7,MA
924,19375,26,Michigan,2006,June,"7,763,097","5,058,880",65.2,"4,701,332",60.6,"357,548",7.1,MI
925,19376,27,Minnesota,2006,June,"3,969,353","2,882,243",72.6,"2,769,472",69.8,"112,771",3.9,MN
926,19377,28,Mississippi,2006,June,"2,150,308","1,277,358",59.4,"1,197,221",55.7,"80,137",6.3,MS
927,19378,29,Missouri,2006,June,"4,485,298","3,033,601",67.6,"2,886,066",64.3,"147,535",4.9,MO
928,19379,30,Montana,2006,June,"739,054","496,176",67.1,"479,335",64.9,"16,841",3.4,MT
929,19380,31,Nebraska,2006,June,"1,332,910","970,087",72.8,"940,667",70.6,"29,420",3,NE
930,19381,32,Nevada,2006,June,"1,881,059","1,288,880",68.5,"1,235,957",65.7,"52,923",4.1,NV
931,19382,33,New Hampshire,2006,June,"1,032,038","731,464",70.9,"706,031",68.4,"25,433",3.5,NH
932,19383,34,New Jersey,2006,June,"6,654,358","4,437,157",66.7,"4,224,916",63.5,"212,241",4.8,NJ
933,19384,35,New Mexico,2006,June,"1,460,283","914,427",62.6,"875,099",59.9,"39,328",4.3,NM
934,19385,36,New York,2006,June,"15,090,203","9,530,898",63.2,"9,090,653",60.2,"440,245",4.6,NY
935,19386,51000,New York city,2006,June,"6,466,273","3,827,854",59.2,"3,637,111",56.2,"190,743",5,
936,19387,37,North Carolina,2006,June,"6,712,612","4,455,650",66.4,"4,227,934",63,"227,716",5.1,NC
937,19388,38,North Dakota,2006,June,"493,775","361,937",73.3,"350,670",71,"11,267",3.1,ND
938,19389,39,Ohio,2006,June,"8,855,024","5,950,887",67.2,"5,631,674",63.6,"319,213",5.4,OH
939,19390,40,Oklahoma,2006,June,"2,689,206","1,711,998",63.7,"1,645,917",61.2,"66,081",3.9,OK
940,19391,41,Oregon,2006,June,"2,873,984","1,879,552",65.4,"1,778,796",61.9,"100,756",5.4,OR
941,19392,42,Pennsylvania,2006,June,"9,762,883","6,295,098",64.5,"5,994,139",61.4,"300,959",4.8,PA
942,19393,44,Rhode Island,2006,June,"837,343","571,775",68.3,"541,227",64.6,"30,548",5.3,RI
943,19394,45,South Carolina,2006,June,"3,301,995","2,145,543",65,"1,995,143",60.4,"150,400",7,SC
944,19395,46,South Dakota,2006,June,"596,809","432,138",72.4,"419,282",70.3,"12,856",3,SD
945,19396,47,Tennessee,2006,June,"4,689,861","3,021,272",64.4,"2,854,682",60.9,"166,590",5.5,TN
946,19397,48,Texas,2006,June,"16,999,573","11,335,374",66.7,"10,749,064",63.2,"586,310",5.2,TX
947,19398,49,Utah,2006,June,"1,833,309","1,329,902",72.5,"1,291,669",70.5,"38,233",2.9,UT
948,19399,50,Vermont,2006,June,"499,285","355,183",71.1,"342,044",68.5,"13,139",3.7,VT
949,19400,51,Virginia,2006,June,"5,785,117","3,971,300",68.6,"3,838,785",66.4,"132,515",3.3,VA
950,19401,53,Washington,2006,June,"4,911,633","3,326,358",67.7,"3,158,117",64.3,"168,241",5.1,WA
951,19402,54,West Virginia,2006,June,"1,439,689","805,217",55.9,"762,682",53,"42,535",5.3,WV
952,19403,55,Wisconsin,2006,June,"4,321,688","3,064,326",70.9,"2,923,138",67.6,"141,188",4.6,WI
953,19404,56,Wyoming,2006,June,"395,531","284,276",71.9,"275,795",69.7,"8,481",3,WY
954,19405,1,Alabama,2006,July,"3,524,489","2,171,367",61.6,"2,084,065",59.1,"87,302",4,AL
955,19406,2,Alaska,2006,July,"490,950","349,357",71.2,"326,290",66.5,"23,067",6.6,AK
956,19407,4,Arizona,2006,July,"4,638,684","2,977,028",64.2,"2,847,274",61.4,"129,754",4.4,AZ
957,19408,5,Arkansas,2006,July,"2,144,577","1,346,289",62.8,"1,274,581",59.4,"71,708",5.3,AR
958,19409,6,California,2006,July,"27,001,429","17,650,474",65.4,"16,786,840",62.2,"863,634",4.9,CA
959,19410,37,Los Angeles County,2006,July,"7,375,753","4,782,941",64.8,"4,554,572",61.8,"228,369",4.8,
960,19411,8,Colorado,2006,July,"3,623,832","2,647,155",73,"2,532,065",69.9,"115,090",4.3,CO
961,19412,9,Connecticut,2006,July,"2,694,086","1,830,942",68,"1,750,241",65,"80,701",4.4,CT
962,19413,10,Delaware,2006,July,"658,065","442,992",67.3,"425,528",64.7,"17,464",3.9,DE
963,19414,11,District of Columbia,2006,July,"470,029","320,865",68.3,"300,268",63.9,"20,597",6.4,
964,19415,12,Florida,2006,July,"14,176,539","8,938,216",63,"8,719,152",61.5,"219,064",2.5,FL
965,19416,13,Georgia,2006,July,"6,919,458","4,717,188",68.2,"4,476,911",64.7,"240,277",5.1,GA
966,19417,15,Hawaii,2006,July,"960,755","635,731",66.2,"619,244",64.5,"16,487",2.6,HI
967,19418,16,Idaho,2006,July,"1,087,671","743,753",68.4,"718,495",66.1,"25,258",3.4,ID
968,19419,17,Illinois,2006,July,"9,673,133","6,519,819",67.4,"6,230,966",64.4,"288,853",4.4,IL
969,19420,18,Indiana,2006,July,"4,797,047","3,236,278",67.5,"3,072,207",64,"164,071",5.1,IN
970,19421,19,Iowa,2006,July,"2,291,405","1,657,590",72.3,"1,596,824",69.7,"60,766",3.7,IA
971,19422,20,Kansas,2006,July,"2,079,254","1,467,807",70.6,"1,403,581",67.5,"64,226",4.4,KS
972,19423,21,Kentucky,2006,July,"3,248,465","2,025,779",62.4,"1,910,088",58.8,"115,691",5.7,KY
973,19424,22,Louisiana,2006,July,"3,196,377","1,994,902",62.4,"1,917,341",60,"77,561",3.9,LA
974,19425,23,Maine,2006,July,"1,051,012","701,038",66.7,"667,451",63.5,"33,587",4.8,ME
975,19426,24,Maryland,2006,July,"4,294,599","2,988,845",69.6,"2,859,174",66.6,"129,671",4.3,MD
976,19427,25,Massachusetts,2006,July,"5,090,541","3,413,405",67.1,"3,251,310",63.9,"162,095",4.7,MA
977,19428,26,Michigan,2006,July,"7,764,767","5,055,515",65.1,"4,696,148",60.5,"359,367",7.1,MI
978,19429,27,Minnesota,2006,July,"3,972,847","2,883,675",72.6,"2,769,850",69.7,"113,825",3.9,MN
979,19430,28,Mississippi,2006,July,"2,155,425","1,280,178",59.4,"1,199,699",55.7,"80,479",6.3,MS
980,19431,29,Missouri,2006,July,"4,489,492","3,039,402",67.7,"2,890,439",64.4,"148,963",4.9,MO
981,19432,30,Montana,2006,July,"739,999","496,676",67.1,"479,942",64.9,"16,734",3.4,MT
982,19433,31,Nebraska,2006,July,"1,333,638","971,231",72.8,"941,724",70.6,"29,507",3,NE
983,19434,32,Nevada,2006,July,"1,886,237","1,294,646",68.6,"1,241,605",65.8,"53,041",4.1,NV
984,19435,33,New Hampshire,2006,July,"1,033,102","732,649",70.9,"706,839",68.4,"25,810",3.5,NH
985,19436,34,New Jersey,2006,July,"6,655,401","4,438,357",66.7,"4,228,376",63.5,"209,981",4.7,NJ
986,19437,35,New Mexico,2006,July,"1,462,013","915,559",62.6,"876,198",59.9,"39,361",4.3,NM
987,19438,36,New York,2006,July,"15,094,862","9,520,777",63.1,"9,087,715",60.2,"433,062",4.5,NY
988,19439,51000,New York city,2006,July,"6,470,455","3,824,122",59.1,"3,637,962",56.2,"186,160",4.9,
989,19440,37,North Carolina,2006,July,"6,724,738","4,469,761",66.5,"4,238,151",63,"231,610",5.2,NC
990,19441,38,North Dakota,2006,July,"493,966","362,649",73.4,"351,322",71.1,"11,327",3.1,ND
991,19442,39,Ohio,2006,July,"8,857,512","5,964,470",67.3,"5,641,744",63.7,"322,726",5.4,OH
992,19443,40,Oklahoma,2006,July,"2,692,022","1,713,704",63.7,"1,647,247",61.2,"66,457",3.9,OK
993,19444,41,Oregon,2006,July,"2,878,329","1,883,930",65.5,"1,782,598",61.9,"101,332",5.4,OR
994,19445,42,Pennsylvania,2006,July,"9,767,552","6,300,948",64.5,"5,999,284",61.4,"301,664",4.8,PA
995,19446,44,Rhode Island,2006,July,"837,284","572,139",68.3,"541,730",64.7,"30,409",5.3,RI
996,19447,45,South Carolina,2006,July,"3,307,776","2,147,804",64.9,"1,998,767",60.4,"149,037",6.9,SC
997,19448,46,South Dakota,2006,July,"597,445","433,034",72.5,"419,998",70.3,"13,036",3,SD
998,19449,47,Tennessee,2006,July,"4,696,684","3,031,107",64.5,"2,865,935",61,"165,172",5.4,TN
999,19450,48,Texas,2006,July,"17,049,031","11,351,838",66.6,"10,775,124",63.2,"576,714",5.1,TX
1000,19451,49,Utah,2006,July,"1,838,305","1,334,478",72.6,"1,297,521",70.6,"36,957",2.8,UT
1001,19452,50,Vermont,2006,July,"499,602","355,703",71.2,"342,294",68.5,"13,409",3.8,VT
1002,19453,51,Virginia,2006,July,"5,791,297","3,976,954",68.7,"3,843,635",66.4,"133,319",3.4,VA
1003,19454,53,Washington,2006,July,"4,919,842","3,333,760",67.8,"3,165,012",64.3,"168,748",5.1,WA
1004,19455,54,West Virginia,2006,July,"1,440,094","806,015",56,"762,889",53,"43,126",5.4,WV
1005,19456,55,Wisconsin,2006,July,"4,324,694","3,069,428",71,"2,926,323",67.7,"143,105",4.7,WI
1006,19457,56,Wyoming,2006,July,"396,049","285,048",72,"276,434",69.8,"8,614",3,WY
1007,19458,1,Alabama,2006,August,"3,527,515","2,176,026",61.7,"2,089,301",59.2,"86,725",4,AL
1008,19459,2,Alaska,2006,August,"491,379","349,634",71.2,"326,706",66.5,"22,928",6.6,AK
1009,19460,4,Arizona,2006,August,"4,649,714","2,986,508",64.2,"2,857,798",61.5,"128,710",4.3,AZ
1010,19461,5,Arkansas,2006,August,"2,146,566","1,346,217",62.7,"1,274,701",59.4,"71,516",5.3,AR
1011,19462,6,California,2006,August,"27,025,634","17,671,419",65.4,"16,810,113",62.2,"861,306",4.9,CA
1012,19463,37,Los Angeles County,2006,August,"7,377,537","4,780,454",64.8,"4,553,424",61.7,"227,030",4.7,
1013,19464,8,Colorado,2006,August,"3,629,927","2,652,385",73.1,"2,538,867",69.9,"113,518",4.3,CO
1014,19465,9,Connecticut,2006,August,"2,695,372","1,833,746",68,"1,753,195",65,"80,551",4.4,CT
1015,19466,10,Delaware,2006,August,"658,964","443,425",67.3,"426,171",64.7,"17,254",3.9,DE
1016,19467,11,District of Columbia,2006,August,"470,304","321,679",68.4,"301,037",64,"20,642",6.4,
1017,19468,12,Florida,2006,August,"14,191,932","8,964,208",63.2,"8,742,603",61.6,"221,605",2.5,FL
1018,19469,13,Georgia,2006,August,"6,933,287","4,730,491",68.2,"4,491,354",64.8,"239,137",5.1,GA
1019,19470,15,Hawaii,2006,August,"961,394","636,833",66.2,"621,045",64.6,"15,788",2.5,HI
1020,19471,16,Idaho,2006,August,"1,089,894","745,184",68.4,"720,255",66.1,"24,929",3.3,ID
1021,19472,17,Illinois,2006,August,"9,679,632","6,537,794",67.5,"6,251,061",64.6,"286,733",4.4,IL
1022,19473,18,Indiana,2006,August,"4,800,663","3,237,482",67.4,"3,073,727",64,"163,755",5.1,IN
1023,19474,19,Iowa,2006,August,"2,292,788","1,659,099",72.4,"1,597,910",69.7,"61,189",3.7,IA
1024,19475,20,Kansas,2006,August,"2,080,872","1,471,727",70.7,"1,407,676",67.6,"64,051",4.4,KS
1025,19476,21,Kentucky,2006,August,"3,250,741","2,031,652",62.5,"1,915,782",58.9,"115,870",5.7,KY
1026,19477,22,Louisiana,2006,August,"3,204,857","1,998,749",62.4,"1,920,481",59.9,"78,268",3.9,LA
1027,19478,23,Maine,2006,August,"1,051,575","702,011",66.8,"668,042",63.5,"33,969",4.8,ME
1028,19479,24,Maryland,2006,August,"4,297,454","2,992,402",69.6,"2,862,631",66.6,"129,771",4.3,MD
1029,19480,25,Massachusetts,2006,August,"5,094,563","3,418,840",67.1,"3,256,631",63.9,"162,209",4.7,MA
1030,19481,26,Michigan,2006,August,"7,766,182","5,052,872",65.1,"4,691,989",60.4,"360,883",7.1,MI
1031,19482,27,Minnesota,2006,August,"3,976,524","2,887,166",72.6,"2,771,111",69.7,"116,055",4,MN
1032,19483,28,Mississippi,2006,August,"2,156,898","1,283,338",59.5,"1,202,508",55.8,"80,830",6.3,MS
1033,19484,29,Missouri,2006,August,"4,493,471","3,045,228",67.8,"2,895,141",64.4,"150,087",4.9,MO
1034,19485,30,Montana,2006,August,"740,941","496,874",67.1,"480,340",64.8,"16,534",3.3,MT
1035,19486,31,Nebraska,2006,August,"1,334,445","972,530",72.9,"943,039",70.7,"29,491",3,NE
1036,19487,32,Nevada,2006,August,"1,890,994","1,300,611",68.8,"1,247,515",66,"53,096",4.1,NV
1037,19488,33,New Hampshire,2006,August,"1,033,998","733,885",71,"707,684",68.4,"26,201",3.6,NH
1038,19489,34,New Jersey,2006,August,"6,658,378","4,440,260",66.7,"4,233,913",63.6,"206,347",4.6,NJ
1039,19490,35,New Mexico,2006,August,"1,463,968","916,599",62.6,"877,554",59.9,"39,045",4.3,NM
1040,19491,36,New York,2006,August,"15,104,224","9,511,488",63,"9,086,770",60.2,"424,718",4.5,NY
1041,19492,51000,New York city,2006,August,"6,475,801","3,821,311",59,"3,639,845",56.2,"181,466",4.7,
1042,19493,37,North Carolina,2006,August,"6,738,725","4,483,993",66.5,"4,248,964",63.1,"235,029",5.2,NC
1043,19494,38,North Dakota,2006,August,"494,129","363,565",73.6,"352,156",71.3,"11,409",3.1,ND
1044,19495,39,Ohio,2006,August,"8,861,768","5,978,031",67.5,"5,652,208",63.8,"325,823",5.5,OH
1045,19496,40,Oklahoma,2006,August,"2,694,318","1,715,726",63.7,"1,648,772",61.2,"66,954",3.9,OK
1046,19497,41,Oregon,2006,August,"2,882,700","1,888,427",65.5,"1,786,546",62,"101,881",5.4,OR
1047,19498,42,Pennsylvania,2006,August,"9,773,593","6,307,766",64.5,"6,007,146",61.5,"300,620",4.8,PA
1048,19499,44,Rhode Island,2006,August,"837,324","572,453",68.4,"542,291",64.8,"30,162",5.3,RI
1049,19500,45,South Carolina,2006,August,"3,313,725","2,151,562",64.9,"2,004,201",60.5,"147,361",6.8,SC
1050,19501,46,South Dakota,2006,August,"598,117","433,934",72.6,"420,774",70.3,"13,160",3,SD
1051,19502,47,Tennessee,2006,August,"4,702,407","3,038,347",64.6,"2,876,327",61.2,"162,020",5.3,TN
1052,19503,48,Texas,2006,August,"17,079,249","11,367,207",66.6,"10,804,130",63.3,"563,077",5,TX
1053,19504,49,Utah,2006,August,"1,842,871","1,339,519",72.7,"1,303,704",70.7,"35,815",2.7,UT
1054,19505,50,Vermont,2006,August,"499,853","356,239",71.3,"342,595",68.5,"13,644",3.8,VT
1055,19506,51,Virginia,2006,August,"5,797,279","3,983,653",68.7,"3,849,897",66.4,"133,756",3.4,VA
1056,19507,53,Washington,2006,August,"4,927,599","3,341,319",67.8,"3,172,753",64.4,"168,566",5,WA
1057,19508,54,West Virginia,2006,August,"1,440,529","806,777",56,"763,493",53,"43,284",5.4,WV
1058,19509,55,Wisconsin,2006,August,"4,327,819","3,074,307",71,"2,929,287",67.7,"145,020",4.7,WI
1059,19510,56,Wyoming,2006,August,"396,711","285,874",72.1,"277,156",69.9,"8,718",3,WY
1060,19511,1,Alabama,2006,September,"3,530,831","2,180,689",61.8,"2,094,591",59.3,"86,098",3.9,AL
1061,19512,2,Alaska,2006,September,"491,865","349,874",71.1,"327,071",66.5,"22,803",6.5,AK
1062,19513,4,Arizona,2006,September,"4,661,126","2,995,813",64.3,"2,868,713",61.5,"127,100",4.2,AZ
1063,19514,5,Arkansas,2006,September,"2,148,699","1,346,678",62.7,"1,275,263",59.4,"71,415",5.3,AR
1064,19515,6,California,2006,September,"27,052,081","17,699,166",65.4,"16,838,653",62.2,"860,513",4.9,CA
1065,19516,37,Los Angeles County,2006,September,"7,379,381","4,782,464",64.8,"4,556,670",61.7,"225,794",4.7,
1066,19517,8,Colorado,2006,September,"3,636,313","2,656,964",73.1,"2,545,785",70,"111,179",4.2,CO
1067,19518,9,Connecticut,2006,September,"2,696,847","1,836,913",68.1,"1,756,417",65.1,"80,496",4.4,CT
1068,19519,10,Delaware,2006,September,"659,891","443,955",67.3,"427,015",64.7,"16,940",3.8,DE
1069,19520,11,District of Columbia,2006,September,"470,635","322,404",68.5,"301,755",64.1,"20,649",6.4,
1070,19521,12,Florida,2006,September,"14,208,495","8,990,679",63.3,"8,765,814",61.7,"224,865",2.5,FL
1071,19522,13,Georgia,2006,September,"6,947,670","4,744,336",68.3,"4,506,631",64.9,"237,705",5,GA
1072,19523,15,Hawaii,2006,September,"962,139","637,954",66.3,"622,790",64.7,"15,164",2.4,HI
1073,19524,16,Idaho,2006,September,"1,092,208","746,840",68.4,"722,205",66.1,"24,635",3.3,ID
1074,19525,17,Illinois,2006,September,"9,686,923","6,555,585",67.7,"6,268,521",64.7,"287,064",4.4,IL
1075,19526,18,Indiana,2006,September,"4,804,585","3,238,710",67.4,"3,075,872",64,"162,838",5,IN
1076,19527,19,Iowa,2006,September,"2,294,361","1,661,018",72.4,"1,599,582",69.7,"61,436",3.7,IA
1077,19528,20,Kansas,2006,September,"2,082,641","1,475,958",70.9,"1,411,988",67.8,"63,970",4.3,KS
1078,19529,21,Kentucky,2006,September,"3,253,218","2,038,086",62.6,"1,922,152",59.1,"115,934",5.7,KY
1079,19530,22,Louisiana,2006,September,"3,213,610","2,003,637",62.3,"1,924,375",59.9,"79,262",4,LA
1080,19531,23,Maine,2006,September,"1,052,220","703,009",66.8,"668,866",63.6,"34,143",4.9,ME
1081,19532,24,Maryland,2006,September,"4,300,680","2,995,782",69.7,"2,866,926",66.7,"128,856",4.3,MD
1082,19533,25,Massachusetts,2006,September,"5,098,896","3,424,172",67.2,"3,261,883",64,"162,289",4.7,MA
1083,19534,26,Michigan,2006,September,"7,768,125","5,050,900",65,"4,688,983",60.4,"361,917",7.2,MI
1084,19535,27,Minnesota,2006,September,"3,980,510","2,892,049",72.7,"2,772,961",69.7,"119,088",4.1,MN
